1000,1546
2000,2107
3000,2414
4000,4758
5000,2392
6000,2648
7000,3186
8000,4925
9000,4603
10000,4842
11000,5407
12000,6096
13000,6769
14000,7443
15000,8088
16000,8781
17000,9590
18000,10482
19000,11032
20000,11952
